original_title,original_artist,spotify_title,spotify_artist,album,release_date,popularity,duration_ms,explicit,album_cover,kmeans_cluster,dbscan_cluster
Anillo de compromiso,Antonio Bribiesca,Anillo de Compromiso,Antonio Bribiesca,20 Éxitos de Antonio Bribiesca,2018,13,225146,False,https://i.scdn.co/image/ab67616d0000b273c402091ed39b983befc35097,1,2
Isn't That Just Like God ,Babbie Mason,Isn't That Just Like God,Babbie Mason,No Better Place,2005,6,236400,False,https://i.scdn.co/image/ab67616d0000b2735a51d4b7dc0cfc832d5fdab9,1,183
Outro Duction,Marcus Miller,Outro Duction,Marcus Miller,Silver Rain,2005,5,49746,False,https://i.scdn.co/image/ab67616d0000b273444506edeabae4b7f0dce00a,1,140
San Xuan,Hevia,San Xuanón - En Directo,Hevia,"Únicos en Concierto, Vol. 2 (En Directo)",2016,1,240280,False,https://i.scdn.co/image/ab67616d0000b273342f8788ae1ffb0cd6732710,1,2
XI GUAN LIANG GE REN,Jerry Yan,習慣兩個人,Jerry Yan,我的秘密情人新歌加精選,2010,13,252173,False,https://i.scdn.co/image/ab67616d0000b273f74dc3363fc889264d21f385,1,2
Crimson And Clover,Tommy James & The Shondells,Crimson and Clover (Single Version),Tommy James & The Shondells,Celebration: The Complete Roulette Recordings 1966-1973,2021,59,208666,False,https://i.scdn.co/image/ab67616d0000b273649b753eec1510732d577735,1,-1
Mele Wich Ayee ,Bally Sagoo,Mele Wich Ayee,Bally Sagoo,Mele Wich Ayee,1990,0,368835,False,https://i.scdn.co/image/ab67616d0000b2734d0a6ad831f2955d01110622,1,37
Le Zoo De Vincennes,Benabar,Le zoo de Vincennes,Bénabar,Les risques du métier,2003,8,235320,False,https://i.scdn.co/image/ab67616d0000b2733f2461b473d0f67146a46abb,1,0
Faithful and True ,Z.Z. Hill,Faithful and True,Z.Z. Hill,The Brand New Z.Z. Hill,1971,0,192903,False,https://i.scdn.co/image/ab67616d0000b273f74f4b1c211a07528f9c9883,1,-1
Oh Oh Oh Baby,Checkers,Oh Oh Oh Baby (Original Mix),The Checkers,Promise,2018,0,147028,False,https://i.scdn.co/image/ab67616d0000b27386ff299dad990e5981d851dc,1,2
Barrage,Charles Williams,Barrage,Charles Williams,Moods,2009,0,91106,False,https://i.scdn.co/image/ab67616d0000b2737ec0450f3576183364244aa0,1,2
Adios...Borron Y Cuenta Nueva,Los Iracundos,Adiós... Borrón y Cuenta Nueva,Los Iracundos,20 Grandes 20,1986,18,258986,False,https://i.scdn.co/image/ab67616d0000b273c7715a50ad6dd11bb3067015,1,334
A Hard Road,John And The Bluesbreakers Mayall,Out Of Reach,John Mayall & The Bluesbreakers,A Hard Road (Deluxe Edition),2006,39,282986,False,https://i.scdn.co/image/ab67616d0000b2735b3f06ef5ec331cb8595e895,1,556
Christina Christina Blues,Champion Jack Dupree,Christina Christina Blues,Champion Jack Dupree,Champion Jack Dupree Of New Orleans,1991,0,200800,False,https://i.scdn.co/image/ab67616d0000b273ec609ddde54f46b2a7a87735,1,500
Til The Victory's Won,Vanessa Bell Armstrong,Til The Victory's Won,Vanessa Bell Armstrong,Walking Miracle,2007,2,231493,False,https://i.scdn.co/image/ab67616d0000b273f888daa668e5b2133a62d6a3,1,163
Tell Me Why,Dave Hollister,Tell Me Why,Dave Hollister,The Definitive Collection,2006,11,305720,False,https://i.scdn.co/image/ab67616d0000b273de9d9f24ab4c58c98c456c7f,1,16
Dance_ Gypsy_ Dance,Arthur Tracy,"Dance, Gypsy, Dance",Arthur Tracy,The Very Best Of (Remastered),2011,0,163360,False,https://i.scdn.co/image/ab67616d0000b273d60fcf0b63d76420d13339a4,1,2
Love Me,Angelo Badalamenti,Love Theme from Twin Peaks - Instrumental,Angelo Badalamenti,Soundtrack From Twin Peaks,1990,35,304066,False,https://i.scdn.co/image/ab67616d0000b2730fe62e9afb4ae8f52a241d33,1,107
Subterranean Homesick Alien,Radiohead,Subterranean Homesick Alien,Radiohead,OK Computer,1997,62,267693,False,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,1,28
Lullaby,Seamus Egan,Lullaby,Seamus Egan,When Juniper Sleeps,2006,2,205293,False,https://i.scdn.co/image/ab67616d0000b2733f853744a6e0682e0b487794,5,166
Alguna Vez,La Portuaria,Alguna Vez,La Portuaria,Devorador De Corazones,1993,13,147960,False,https://i.scdn.co/image/ab67616d0000b273502fc044902abef5a1506338,1,496
It's Not Me,3 Doors Down,It's Not Me,3 Doors Down,Seventeen Days,2005,30,194266,False,https://i.scdn.co/image/ab67616d0000b273b296ff101658ac17f75e343b,1,439
The Majesty Of Rock,Spinal Tap,The Majesty Of Rock,Spinal Tap,Break Like The Wind,1992,20,235440,False,https://i.scdn.co/image/ab67616d0000b273d1c2ad96ff1f9b528ab3763b,1,2
Fausse monnaie,Gus Viseur,Fausse monnaie,Gus Viseur,Paris jazz accordéon,2015,15,180280,False,https://i.scdn.co/image/ab67616d0000b273f7fa9c4a194727401b9d8afa,1,251
Strange Thing,Buzzcocks,Strange Thing - 2001 Remastered Version,Buzzcocks,Singles Going Steady,1979,17,250400,False,https://i.scdn.co/image/ab67616d0000b273ee89a285a9b6ec19328aa668,1,250
I Live to Be Hated,GG Allin,I Live to Be Hated,GG Allin,The Man With a Mission (Live 1988 - 1989),2006,2,185546,True,https://i.scdn.co/image/ab67616d0000b273d18e34e48143c96e99bdf2af,1,313
Ma Rainey's Black Bottom,Ma Rainey,Ma Rainey's Black Bottom,Maxayn Lewis,Ma Rainey's Black Bottom (Music from the Netflix Film),2020,23,134026,False,https://i.scdn.co/image/ab67616d0000b273d59d138e332cf156a531acda,1,2
Journey To Love,Stanley Clarke,Journey to Love,Stanley Clarke,Journey To Love,1975,15,294520,False,https://i.scdn.co/image/ab67616d0000b2737c52e7b39c4dc4d1592dce33,1,140
I Want It,Zombie Girl,I Want It,Zombie Girl,Back From The Dead,2006,19,260546,False,https://i.scdn.co/image/ab67616d0000b273843b4b4e7fe0e3c35a26605f,1,132
Blaue Matrosen ,Der Moderne Man,Blaue Matrosen,Der Moderne Man,Unmodern +,2011,11,183292,False,https://i.scdn.co/image/ab67616d0000b273750f882ad8f61f4c3759489e,1,43
Chariots Of Fire,Dino,Chariots Of Fire,Dino,Hits Of The 80's,1988,1,245400,False,https://i.scdn.co/image/ab67616d0000b2732a31bfac71bc2eb7703b60f2,1,2
Rotting Fumes,Hemdale,Rotting Fumes,Hemdale,Rad Jackson,2002,4,107573,False,https://i.scdn.co/image/ab67616d0000b2736c65aec43d20eab09b86cbd1,1,2
Mais La Vie,Maurane / Lara Fabian,Mais la vie,Maurane,Quand L'Humain Danse,2003,19,198880,False,https://i.scdn.co/image/ab67616d0000b273987b2408106ec5ab2ea0fbfa,1,1
Doggin' Around,Rita Chiarelli,Doggin' Around,Rita Chiarelli,No-One to Blame,2011,0,237786,False,https://i.scdn.co/image/ab67616d0000b273470aa269fc58538a0b698b6c,1,2
Dem a Talk,Kiprich,Talk Dem a Talk,Kiprich,Grave Digger Riddim,2013,0,158437,False,https://i.scdn.co/image/ab67616d0000b27341a06148bd112a55b793fc20,1,19
Walk Away,Christina Aguilera,Walk Away,Christina Aguilera,Stripped,2002,42,347400,False,https://i.scdn.co/image/ab67616d0000b2737cd872c7701c4737b2f81d87,1,40
Everything's Gone,David Tao,流沙,David Tao,陶喆同名專輯,1997,62,242560,False,https://i.scdn.co/image/ab67616d0000b2737c20fb440980c4f2f24346c5,1,61
Roger Milla ,Pepe Kalle,Roger Milla,Pepe Kalle,Gérant,1992,35,369480,False,https://i.scdn.co/image/ab67616d0000b273ffc71af33c4264cc5d1339aa,1,9
Forever Consumed Oblivion,Goatwhore,Forever Consumed Oblivion,Goatwhore,A Haunting Curse,2006,10,225720,False,https://i.scdn.co/image/ab67616d0000b2734cb96642ea01f9fa494a3fa8,1,515
Rockin' Every Night ,Gary Moore,Rockin' Every Night,Gary Moore,Corridors Of Power,1982,13,168626,False,https://i.scdn.co/image/ab67616d0000b273230a6690e69c74adce4bb925,1,484
La sangre de tu tristeza ,Jaime Urrutia,La sangre de tu tristeza (con Dani Martín) - Directo Enjoy 07,Jaime Urrutia,En Joy,2007,13,233519,False,https://i.scdn.co/image/ab67616d0000b273573294b7e497059130a8102a,1,257
McDermott's / Boys of Blue Hill,Séamus Egan,McDermott's / Boys of Blue Hill,Seamus Egan,In Your Ear,1998,4,276573,False,https://i.scdn.co/image/ab67616d0000b273f2946c5538cf0e650e31a155,1,2
The Trolley Song ,Eddie Cano,The Trolley Song,Eddie Cano,Eddie Cano at P.J.'s,1962,0,227573,False,https://i.scdn.co/image/ab67616d0000b2737131f183e05e455cea0c7098,1,2
Irresistible! ,Superchumbo,Irresistible! - Tantalizing TWISTED Mix,Superchumbo,Irresistible!,2002,0,550106,False,https://i.scdn.co/image/ab67616d0000b273a7db48724c81adce39712501,1,2
Honey I Sugar Pie,Tanto Metro & Devonte,Honey I Sugar Pie,Tanto Metro & Devonte,Most Wanted,2009,22,208253,False,https://i.scdn.co/image/ab67616d0000b273d664ecc621e173a0e702d317,1,19
El Arte De Amar,Gabinete Caligari,El arte de amar,Gabinete Caligari,4 Rosas Y Que Dios Reparta Suerte,1984,2,303933,False,https://i.scdn.co/image/ab67616d0000b27303e25546d8e218d474e65cbb,1,257
Acension Final Chord Rising,Terry Riley,Acension Final Chord Rising,Terry Riley,Atlantis Nath,2002,1,146613,False,https://i.scdn.co/image/ab67616d0000b273438238a59c62302c2980fe0a,1,2
Young Blood ,Whitesnake,Young Blood - 2011 Remaster,Whitesnake,Saints and Sinners (2013 Remaster),1982,26,211386,False,https://i.scdn.co/image/ab67616d0000b2735422fe1b3700fc6fa354dbc1,1,337
Pinini Reggae,SUMO,Pinini Reggae,Sumo,Fiebre,1989,38,215280,False,https://i.scdn.co/image/ab67616d0000b273118d2ec09fdffd5fc677ac24,1,-1
Rio Grande Waltz,Hank Locklin,Rio Grande Waltz,Hank Locklin,Hank Locklin - Fifty Favourites,2019,0,164880,False,https://i.scdn.co/image/ab67616d0000b273aad1762efb859d227303127c,1,131
Stand By Your Man,Tammy Wynette,Stand By Your Man,Tammy Wynette,Tears Of Fire: The 25th Anniversary Collection,1964,56,159760,False,https://i.scdn.co/image/ab67616d0000b27336693e859838bda4321616db,0,-1
Phylyps Trak II/II,Basic Channel,Phylyps Trak Ii/Ii,Basic Channel,Bcd-2,2008,14,771586,False,https://i.scdn.co/image/ab67616d0000b273d5df1d38d3fd9be8ebe13eac,1,-1
I Won't Let You Go Till You Bless My Soul ,The Clark Sisters,I Won't Let You Go Till You Bless My Soul,The Clark Sisters,Conqueror,1988,5,329733,False,https://i.scdn.co/image/ab67616d0000b27357741650a0fdcebb9997d6b8,1,163
Cold Blood ,Kix,Cold Blood,Kix,Blow My Fuse,1988,35,257933,False,https://i.scdn.co/image/ab67616d0000b273e55e79eaf6e37560a09bbb16,1,104
Sacrifice for the Slaughtergod,Skeletonwitch,Sacrifice for the Slaughtergod,Skeletonwitch,Beyond the Permafrost,2007,18,173466,False,https://i.scdn.co/image/ab67616d0000b273fe472e92de230d13ca071d2f,1,2
Fool For Your Loving,Whitesnake,Fool for Your Loving - 2011 Remaster,Whitesnake,Ready an' Willing (2013 Remaster),1980,46,259066,False,https://i.scdn.co/image/ab67616d0000b273194100543a02221c8be38fd5,1,337
Jimi Baby,Slightly Stoopid,Jimi Baby - Live,Slightly Stoopid,Live at Roberto's Tri Studios 9.13.11,2011,28,369275,False,https://i.scdn.co/image/ab67616d0000b2732a5e8db09964560029ceaebb,1,221
Don't Go Knockin' On My Door,Britney Spears,Don't Go Knockin' on My Door,Britney Spears,Oops!... I Did It Again,2000,41,223533,False,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,1,40
Full Of Voices,Maximilian Hecker,Full of Voices,Maximilian Hecker,Lady Sleep,2005,1,146520,False,https://i.scdn.co/image/ab67616d0000b2731c4b79329d81cb037afe20da,1,47
La boîte à hein biloute,Blingtones,La Boîte À Hein Biloute - Sonnerie,Blingtones,Sonneries Ch'ti By Blingtones,2009,0,10514,False,https://i.scdn.co/image/ab67616d0000b273b6da927bcbe1a7ac4cc7a0e8,1,2
I Worship You,True Believers,I Worship You,True Believers,Break Through,2008,0,281893,False,https://i.scdn.co/image/ab67616d0000b273e1abc063eca83271549d5123,1,2
Si No Te Hubieras Ido,Charlie Cruz,Si No Te Hubieras Ido,Charlie Cruz,Asi Soy,2000,7,288840,False,https://i.scdn.co/image/ab67616d0000b2734be7773fbd121bfb6d2e3d86,1,59
Lunes Por La Madrugada,Los Abuelos De La Nada,Lunes Por La Madrugada,Los Abuelos De La Nada,Himno De Mi Corazon,1994,64,194226,False,https://i.scdn.co/image/ab67616d0000b27396b085332e815f36beec6a1e,1,496
Wanikaa ,Indigenous,Wanikaa,Indigenous,Uganda,2006,0,201493,False,https://i.scdn.co/image/ab67616d0000b2735eb986f2b34d8835106d2ce4,1,426
Pass Through My Will,John Michael Talbot,Pass Through My Will,John Michael Talbot,Master Collection (Vol. 1),1989,11,311106,False,https://i.scdn.co/image/ab67616d0000b2734b2b2326b9a2d32bf0dfab4f,1,524
Answer In The Question,MxPx,Answer In The Question,MxPx,The Ever Passing Moment,2000,16,129906,False,https://i.scdn.co/image/ab67616d0000b273ab7bf9071e70798a6c07f73e,1,74
Chocolate,Snow Patrol,Chocolate,Snow Patrol,Final Straw,2004,52,181773,False,https://i.scdn.co/image/ab67616d0000b2733da246ae81087859a89fe42a,1,45
Lonesome Road ,Dean Elliott And His Big Band,Lonesome Road - Remastered,Dean Elliott And His Big Band,Ultra-Lounge: Fuzzy Retail Sampler,1996,11,152093,False,https://i.scdn.co/image/ab67616d0000b273d23b3fa9808eaa02159cbe09,1,423
Liquid Frequencies ,liquid soul & freq,Liquid Frequencies - Liquid Soul Mix,Freq,Extrasensory Perception,2009,2,402866,False,https://i.scdn.co/image/ab67616d0000b273fbd2a3387e82434463bdc601,1,2
Banana Man,C.J. Chenier,Banana Man,C.J. Chenier,My Baby Don't Wear No Shoes,1992,0,268026,False,https://i.scdn.co/image/ab67616d0000b273cbe2e2110f45105f65a97001,1,2
Be Good To Me,Sonny Terry & Brownie McGhee,Be Good to Me,Sonny Terry,"Les idoles du blues : Sonny Terry et Brownie McGhee, Vol. 2",2021,0,168640,False,https://i.scdn.co/image/ab67616d0000b273dcaf2a2a3390f2a2bc57652c,1,532
Ye That Tempteth_ Ye That Bequeth,Enslavement Of Beauty,"Ye That Tempteth, Ye That Bequeth",Enslavement Of Beauty,Megalomania,2002,2,240378,False,https://i.scdn.co/image/ab67616d0000b273a893b0b4026c2e4d25f74681,1,339
You Are God ,Darwin Hobbs,You Are God - Broken Album Version,Darwin Hobbs,Broken,2003,22,352800,False,https://i.scdn.co/image/ab67616d0000b273c7ea516d59de21615f842e30,1,163
Bounce Back,DJ Spinn,Bounce N Break Yo Back,DJ Spinn,Juke City Volume 1,2007,29,158213,True,https://i.scdn.co/image/ab67616d0000b2730f03cd998c23f602f16e9df1,1,98
Hey Joe,The Creation,Hey Joe,The Creation,Our Music Is Red - With Purple Flashes (Deluxe),2017,4,250120,False,https://i.scdn.co/image/ab67616d0000b2737004db1b97e34bbfd1b05a98,1,569
Risen From Within,Astarte,Risen from Within,Astarte,Rise from Within,2017,2,173220,False,https://i.scdn.co/image/ab67616d0000b273971566e7d7102a2ac0d0ff06,1,339
Humppa,Elakelaiset,Humppaukaasi,Eläkeläiset,Humppakäräjät,2011,11,122386,False,https://i.scdn.co/image/ab67616d0000b2738e4d551c261f70b89d6658af,1,2
Neon Rainbow,The Box Tops,Neon Rainbow,The Box Tops,The Letter/Neon Rainbow,1967,30,181706,False,https://i.scdn.co/image/ab67616d0000b2735f4604aff952dc7b0a8e511e,1,469
Blues,Terry Callier,Blues,Terry Callier,The Chess/Cadet Singles...Plus!,2018,33,178200,False,https://i.scdn.co/image/ab67616d0000b27334f3d6b8d50f09a5bb95782a,1,2
winning friends,Prisma,winning friends,Prisma,Contact?,2005,0,219666,False,https://i.scdn.co/image/ab67616d0000b273a6cdbafb3ae1146ef83d3e07,1,2
Glo-Billy-Vee-Vee,Beaver Harris,Glo-Billy-Vee-Vee - Instrumental,Beaver Harris,African Drums,2002,0,193493,False,https://i.scdn.co/image/ab67616d0000b273ffa7e75222a975691dc4921d,1,2
Empty Arms,Stevie Ray Vaughan And Double Trouble,Empty Arms - 1984 Version,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),1984,33,208706,False,https://i.scdn.co/image/ab67616d0000b273eb72e98b6e645a68cdfe72a4,1,70
Brokÿn Nëedle,Ultimate Fakebook,Brokÿn Nëedle,Ultimate Fakebook,This Will Be Laughing Week,2000,3,149560,False,https://i.scdn.co/image/ab67616d0000b273b3f7b62a6a3740b57cca9994,1,2
It Has Been A Long Time_ Hasn't It,Anubis Spire,"It Has Been a Long Time, Hasn't It...",Anubis Spire,"Traveling by Tunnel: Twenty Years Under the Radar, Vol. 2",2020,0,315151,False,https://i.scdn.co/image/ab67616d0000b2739d40fcb48ac81b4189ce504f,1,2
Fall Away Into Darkness,The Balustrade Ensemble,Fall Away into Darkness,The Balustrade Ensemble,Capsules,2007,0,284903,False,https://i.scdn.co/image/ab67616d0000b273eb76f91dd27bbde634d72190,1,2
Toccata Et Fugue En Ré Mineur BWV 565,Lionel Rogg,Toccata et Fugue en ré mineur BWV 565,Johann Sebastian Bach,Bach: Favorite Organ Works,1999,0,500186,False,https://i.scdn.co/image/ab67616d0000b273586066ce2012abcb3e085f29,1,41
"Little Edith';""b""""O'2L""""",,A Little Bit In Love - From “Wonderful Town Original Cast Recording” 1953/Reissue/Remastered 2001,Leonard Bernstein,Wonderful Town,2001,12,165146,False,https://i.scdn.co/image/ab67616d0000b2732f2ad9addaf2d30da3e293b3,1,41
Please Remember Me,B.B. King,Please Remember Me,B.B. King,B.B. King,1963,2,197280,False,https://i.scdn.co/image/ab67616d0000b273bcfbe3880b239fb0cce4b65f,1,-1
Only One You,T.G. Sheppard,Only One You,T.G. Sheppard,Super Hits,1979,32,202226,False,https://i.scdn.co/image/ab67616d0000b27345f16e9a398035b39d11019a,0,118
Johnny Can't Dance,Clifton Chenier,Johnny Can't Dance,Clifton Chenier,The Best of Clifton Chenier: The King of Zydeco & Louisiana Blues,2003,2,284786,False,https://i.scdn.co/image/ab67616d0000b2732c03c40ecfb2a8a84a2e6659,1,2
Solid Gold  ,VHS Or Beta,Solid Gold,VHS or Beta,Le Funk,2002,2,475200,False,https://i.scdn.co/image/ab67616d0000b2733146a2cb81af1579377fd984,1,2
Mad World ,Jan Wayne,Mad World - Radio Edit,Jan Wayne,Mad World,2005,12,220840,False,https://i.scdn.co/image/ab67616d0000b2738adc240a95e635d3e23bfa5a,1,270
River Is Waiting,Irma Thomas,River Is Waiting,Irma Thomas,Simply Grand,2008,3,244560,False,https://i.scdn.co/image/ab67616d0000b273bc1ba0f2590486feeee760ed,1,239
Up To Zion ,Ronnie Milsap,Up To Zion - Live,Gaither,Count Your Blessings (Live),2010,4,172160,False,https://i.scdn.co/image/ab67616d0000b273cb9491aa42a63fcdd5e7462c,1,136
Iron Man,The Cardigans,Iron Man,The Cardigans,First Band On The Moon (Remastered),1996,44,259872,False,https://i.scdn.co/image/ab67616d0000b2730aac8ca880151fda470e91af,1,348
Innizar,The Forms,Innizar,The Forms,Icarus,2003,0,208146,False,https://i.scdn.co/image/ab67616d0000b2733cee4c6af8ebca759c3858ef,1,2
Take Your Time feat. Yannick Noah,Jimmy Cliff,Take Your Time (feat. Jimmy Cliff),Yannick Noah,Métisse(s),2005,7,192933,False,https://i.scdn.co/image/ab67616d0000b273ea31fd801abb500c00492eec,1,1
Spanish Harlem,Phil Spector,Spanish Harlem,Phil Spector,Hearts of Stone,2014,11,174506,False,https://i.scdn.co/image/ab67616d0000b273335129b0d8451b157b189e07,1,-1
The Hammer Song ,Nick Cave & The Bad Seeds,The Hammer Song,Nick Cave & The Bad Seeds,The Good Son (2010 - Remaster),2010,23,257026,False,https://i.scdn.co/image/ab67616d0000b273a2194b79a2c721c3462c05a4,1,172
You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],Tiny Tim,You Called It Madness (But I Call It Love) - Live at Royal Albert Hall,Tiny Tim,Live! At The Royal Albert Hall,2000,2,197893,False,https://i.scdn.co/image/ab67616d0000b27302cdb71bc8c7648f93d12789,1,2
Squarebiz,Galactic,Squarebiz,Galactic,From the Corner To the Block,2007,5,205080,False,https://i.scdn.co/image/ab67616d0000b273c2319b7b3dd7bd71c257418e,1,386
Someday ,Soul Embraced,Someday - Immune Album Version,Soul Embraced,Immune,2003,2,248760,False,https://i.scdn.co/image/ab67616d0000b2734dc261c94f5b68f0da019cd9,1,2
Narrative #1,Michael Bloomfield,Narrative #1,Mike Bloomfield,"If You Love These Blues, Play'em As You Please",2004,1,36000,False,https://i.scdn.co/image/ab67616d0000b273ee66629d93b8b08577159d6d,1,490
The Painter And The Magician,William Coulter,The Painter And The Magician,William Coulter,The Road Home,2004,2,253533,False,https://i.scdn.co/image/ab67616d0000b273b6676f5064e1a295adcb56c0,1,2
Drugs,At All Cost,Drugs,At All Cost,Circle of Demons,2007,0,444186,False,https://i.scdn.co/image/ab67616d0000b2736eae06c6074e2e66b45f9e0b,1,2
KORITSU HOSPITAL,An Cafe,孤立ホスピタル,An Cafe,アンティック-珈琲店-,2009,10,274106,False,https://i.scdn.co/image/ab67616d0000b27388bcd34c56a3e5292b277d75,1,2
Somebody's Brother ,Scott Wesley Brown,Somebody's Brother - Somebody's Brother Album Version,Scott Wesley Brown,The Scott Wesley Brown Collection: A Library Of 35 Favorite Songs,1995,3,191800,False,https://i.scdn.co/image/ab67616d0000b2737d3db53d5bba30ceecc6830d,1,301
Scientas,Shamen,Scientas,The Shamen,Boss Drum,1992,9,340826,False,https://i.scdn.co/image/ab67616d0000b2738dfbe42d76c4fa722347b016,1,155
Wo bleibt die Mark?,Zeltinger Band,Wo bleibt die Mark?,Zeltinger Band,Rares für Bares 2004,2005,0,222253,False,https://i.scdn.co/image/ab67616d0000b273df4e6b13e81935067ad385fb,1,2
Dress Me Up,Eric Champion,Dress Me Up - Remix,Eric Champion,Vibe Central - The Essential Remixes,2009,0,327493,False,https://i.scdn.co/image/ab67616d0000b2732771ff70659288f838328be9,1,99
Sambangole / Tres Golpes Na' Mas,Colombiafrica - The Mystic Orchestra,Sambangole / Tres Golpes Na' Mas,Colombiafrica The Mystic Orchestra,Voodoo Love Inna Champeta Land,2007,0,320933,False,https://i.scdn.co/image/ab67616d0000b273c507f647588b3c93fa290823,1,2
Bean Fields  ,Penguin Café Orchestra,Bean Fields - 2008 Digital Remaster,Penguin Cafe Orchestra,Signs Of Life,2008,16,266280,False,https://i.scdn.co/image/ab67616d0000b273b1f8580ed5d3ac9a44ff25ca,1,2
Nice 'N' Easy,Charlie Rich,Nice 'N' Easy,Charlie Rich,Love Songs,1970,17,182573,False,https://i.scdn.co/image/ab67616d0000b273b62ff6505da187f5b73b17d0,0,425
Night Train ,Jackie Davis,Night Train,Jackie Davis,Easy Does It,1963,10,159813,False,https://i.scdn.co/image/ab67616d0000b2732f326eee9e4a3ea2c71141fe,1,2
Beyond Forever ,Eddie Henderson,Beyond Forever,Eddie Henderson,Blue Break Beats Vol. 5,2018,4,278173,False,https://i.scdn.co/image/ab67616d0000b273c76a18570f5ba3870d75cb1e,1,274
Phase ,Saarbrücken Radio Symphony Orchestra,Phase (1972),Saarbrücken Radio Symphony Orchestra,Les Idées Fixes,2009,0,827666,False,https://i.scdn.co/image/ab67616d0000b273d1f421f9e81f59d28d23073c,1,2
Sunny Came Home,Shawn Colvin,Sunny Came Home,Shawn Colvin,A FEW SMALL REPAIRS,1996,40,264733,False,https://i.scdn.co/image/ab67616d0000b273dd951c57be1d459d54f490f3,1,465
Darby's Castle,Kris Kristofferson,Darby's Castle,Kris Kristofferson,The Essential Kris Kristofferson,2004,29,197173,False,https://i.scdn.co/image/ab67616d0000b273e602e2a264e5579332f796aa,0,570
South Side Story,Lloyd Banks,South Side Story,Lloyd Banks,The Hunger For More,2004,29,250693,True,https://i.scdn.co/image/ab67616d0000b273c8789da04949019737754842,4,-1
Raga Anandi Kalyan ,Kartik Seshadri,Raga Anandi Kalyan - live,Kartik Seshadri,Illuminations,2006,2,438133,False,https://i.scdn.co/image/ab67616d0000b273ed36550db8bf6e3590149e51,1,2
Old Friends,Paul Brown,Old Friends,Gerald McCauley,The City,2005,16,243933,False,https://i.scdn.co/image/ab67616d0000b273cccd35505ec90918cb344d1e,1,2
Space Between Us ,Sister Hazel,Space Between Us,Sister Hazel,Sister Hazel,1994,1,304000,False,https://i.scdn.co/image/ab67616d0000b2736426f2b6a5da85efb71cd42a,1,283
Position,Terror Fabulous,Position,Terror Fabulous,Lyrically Rough,1995,23,187760,False,https://i.scdn.co/image/ab67616d0000b273c682cda1cd61e7738c455fc0,3,-1
Drifting Away,Mighty Diamonds,Drifting Away,Mighty Diamonds,Rise Up,2001,0,129000,False,https://i.scdn.co/image/ab67616d0000b27354b3f7b1930185b53302d878,3,538
Tetrispack,Modeselektor,Tetrispack,Modeselektor,Hello Mom!,2005,12,256266,False,https://i.scdn.co/image/ab67616d0000b27313367af188bb8438f9724cec,1,-1
In His Presence ,Marvin Sapp,In His Presence,Marvin Sapp,Marvin Sapp,1995,4,263666,False,https://i.scdn.co/image/ab67616d0000b27371925a06a78dd75039515fdc,1,163
Doing Time ,Bad Religion,Doing Time,Bad Religion,How Could Hell Be Any Worse? (2005 Remaster),1982,21,180760,False,https://i.scdn.co/image/ab67616d0000b2736d0c1b33fb632360cbf8574d,1,129
Brand New Broken Heart,NewFound Road,Brand New Broken Heart,Newfound Road,Same Old Place,2009,4,177880,False,https://i.scdn.co/image/ab67616d0000b2737eb5b80ab9eeb45aae09a435,1,2
Get Your Hustle On,Lost Boyz,Get Your Hustle On,Lost Boyz,"Love, Peace & Nappiness",1997,7,243493,True,https://i.scdn.co/image/ab67616d0000b27386ddf213f15246dd7495fd06,1,450
Vincent,Madilu System,Vincent,Madilu System,La bonne humeur,2007,17,450586,False,https://i.scdn.co/image/ab67616d0000b273d82b674b369d1fcc81cee37c,1,9
the fallen...,Set Your Goals,the fallen...,Set Your Goals,This Will Be The Death Of Us,2009,22,204413,False,https://i.scdn.co/image/ab67616d0000b273ae1d54adb2c3d396e56b4be9,1,400
The Lifestyle That Got Away,The High Strung,The Lifestyle That Got Away,The High Strung,Ode to the Inverse of the Dude,2016,10,153720,False,https://i.scdn.co/image/ab67616d0000b273bda3b92e77450b4ac9e6897f,1,2
Mi Sangre Latino,Nelson Ned,Mi Sangre Latino,Nelson Ned,Selecao De Ouro Vol.2,1999,21,178106,False,https://i.scdn.co/image/ab67616d0000b2739b9fee09f7982d7418d792c8,1,218
Te quiero tanto,Vilma Palma e Vampiros,Te Quiero Tanto,Vilma Palma e Vampiros,3980,1993,48,209960,False,https://i.scdn.co/image/ab67616d0000b27354093f2cb7fb82bcd7f30539,1,445
Yesterdays,Ray Conniff,Yesterdays,Ray Conniff,Hollywood In Rhythm,1959,4,195533,False,https://i.scdn.co/image/ab67616d0000b273211b936cd5603edf4f1135c4,1,10
Show You How,The Killers,Show You How,The Killers,Sawdust,2007,31,166240,False,https://i.scdn.co/image/ab67616d0000b273c535aaba615ccebdf91f9192,1,459
All My Loving,Los Fernandos,All My Loving,Los Fernandos,"A Very Special Tribute to the Beatles, Vol. 1",2017,0,127709,False,https://i.scdn.co/image/ab67616d0000b27373ea0b40d21d3d5115b77c78,1,2
